country,year,emissions,v2x_libdem,v2pstpar_ord,v2x_regime,region,gdp_pc,regime
Nicaragua,2011,4880,0.207,Unified party control,Electoral Autocracy,Americas,1655.8181,Electoral Autocracy
Nicaragua,2012,4620,0.173,Unified party control,Electoral Autocracy,Americas,1760.4674,Electoral Autocracy
Nicaragua,2013,4550,0.143,Unified party control,Electoral Autocracy,Americas,1811.6368,Electoral Autocracy
Nicaragua,2014,4860,0.142,Unified party control,Electoral Autocracy,Americas,1934.0629,Electoral Autocracy
Niger,1991,722,0.261,Divided party control,Electoral Autocracy,Africa,396.4170,Electoral Autocracy
Niger,1992,700,0.238,Divided party control,Electoral Autocracy,Africa,395.2752,Electoral Autocracy
Niger,1993,781,0.405,Divided party control,Electoral Democracy,Africa,344.5340,Electoral Democracy
Niger,1994,774,0.419,Divided party control,Electoral Democracy,Africa,211.3865,Electoral Democracy
Niger,1995,810,0.414,Divided party control,Electoral Democracy,Africa,242.6204,Electoral Democracy
Niger,1996,902,0.198,Divided party control,Electoral Autocracy,Africa,244.8138,Electoral Autocracy
Niger,1997,909,0.234,Divided party control,Electoral Autocracy,Africa,225.0221,Electoral Autocracy
Niger,1998,957,0.234,Divided party control,Electoral Autocracy,Africa,250.6575,Electoral Autocracy
Niger,1999,953,0.184,Divided party control,Electoral Autocracy,Africa,232.1874,Electoral Autocracy
Niger,2000,697,0.401,Unified party control,Electoral Democracy,Africa,197.8327,Electoral Democracy
Niger,2001,656,0.404,Unified party control,Electoral Democracy,Africa,208.3771,Electoral Democracy
Niger,2002,700,0.404,Unified party control,Electoral Democracy,Africa,228.2359,Electoral Democracy
Niger,2003,759,0.404,Unified party control,Electoral Democracy,Africa,268.3499,Electoral Democracy
Niger,2004,814,0.406,Unified party control,Electoral Democracy,Africa,286.4901,Electoral Democracy
Niger,2005,715,0.418,Unified party control,Electoral Democracy,Africa,321.7237,Electoral Democracy
Niger,2006,693,0.419,Unified party control,Electoral Democracy,Africa,336.2820,Electoral Democracy
Niger,2007,722,0.419,Unified party control,Electoral Democracy,Africa,390.2845,Electoral Democracy
Niger,2008,810,0.421,Unified party control,Electoral Democracy,Africa,478.5026,Electoral Democracy
Niger,2009,968,0.292,Unified party control,Electoral Autocracy,Africa,464.0580,Electoral Autocracy
Niger,2010,1170,0.182,Unified party control,Closed Autocracy,Africa,476.8695,Closed Autocracy
Niger,2011,1330,0.397,Unified party control,Electoral Democracy,Africa,512.5953,Electoral Democracy
Niger,2012,1870,0.492,Unified party control,Electoral Democracy,Africa,529.7445,Electoral Democracy
Niger,2013,1940,0.521,Unified party control,Electoral Democracy,Africa,552.5691,Electoral Democracy
Niger,2014,2130,0.516,Unified party control,Electoral Democracy,Africa,564.5967,Electoral Democracy
Nigeria,1991,42300,0.102,Divided party control,Closed Autocracy,Africa,502.9141,Closed Autocracy
Nigeria,1992,46600,0.111,Divided party control,Closed Autocracy,Africa,477.1776,Closed Autocracy
Nigeria,1993,45100,0.105,Divided party control,Electoral Autocracy,Africa,270.2240,Electoral Autocracy
Nigeria,1994,35200,0.099,Divided party control,Closed Autocracy,Africa,321.3207,Closed Autocracy
Nigeria,1995,35800,0.095,Divided party control,Closed Autocracy,Africa,408.1810,Closed Autocracy
Nigeria,1996,39700,0.096,Divided party control,Closed Autocracy,Africa,461.5196,Closed Autocracy
Nigeria,1997,42300,0.098,Divided party control,Closed Autocracy,Africa,479.9838,Closed Autocracy
Nigeria,1998,37900,0.109,Divided party control,Closed Autocracy,Africa,469.4305,Closed Autocracy
Nigeria,1999,40300,0.240,Unified party control,Electoral Autocracy,Africa,497.8416,Electoral Autocracy
Nigeria,2000,76100,0.324,Unified party control,Electoral Autocracy,Africa,567.9307,Electoral Autocracy
Nigeria,2001,85700,0.324,Unified party control,Electoral Autocracy,Africa,590.3818,Electoral Autocracy
Nigeria,2002,93700,0.324,Unified party control,Electoral Autocracy,Africa,741.7475,Electoral Autocracy
Nigeria,2003,102000,0.302,Unified party control,Electoral Autocracy,Africa,795.3862,Electoral Autocracy
Nigeria,2004,104000,0.293,Unified party control,Electoral Autocracy,Africa,1007.8743,Electoral Autocracy
Nigeria,2005,106000,0.293,Unified party control,Electoral Autocracy,Africa,1268.3835,Electoral Autocracy
Nigeria,2006,98900,0.294,Unified party control,Electoral Autocracy,Africa,1656.4248,Electoral Autocracy
Nigeria,2007,95100,0.298,Unified party control,Electoral Autocracy,Africa,1883.4614,Electoral Autocracy
Nigeria,2008,96100,0.301,Unified party control,Electoral Autocracy,Africa,2242.8719,Electoral Autocracy
Nigeria,2009,76700,0.301,Unified party control,Electoral Autocracy,Africa,1891.3353,Electoral Autocracy
Nigeria,2010,91500,0.314,Unified party control,Electoral Autocracy,Africa,2280.4373,Electoral Autocracy
Nigeria,2011,95700,0.351,Unified party control,Electoral Autocracy,Africa,2487.5980,Electoral Autocracy
Nigeria,2012,98500,0.364,Unified party control,Electoral Democracy,Africa,2723.8222,Electoral Democracy
Nigeria,2013,98100,0.394,Unified party control,Electoral Democracy,Africa,2961.5494,Electoral Democracy
Nigeria,2014,96300,0.401,Unified party control,Electoral Democracy,Africa,3098.9858,Electoral Democracy
North Korea,1991,119000,0.015,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,1992,105000,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,1993,96500,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,1994,88400,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,1995,82900,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,1996,73300,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,1997,65800,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,1998,59100,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,1999,64500,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,2000,69700,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,2001,72200,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,2002,69200,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,2003,70800,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,2004,72400,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,2005,75600,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,2006,76900,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,2007,64200,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,2008,71100,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,2009,70700,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,2010,66500,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,2011,48000,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,2012,49100,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,2013,36000,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
North Korea,2014,40500,0.014,Divided party control,Closed Autocracy,South-East Asia,,Closed Autocracy
Norway,1991,32100,0.852,Unified coalition control,Liberal Democracy,Europe,28596.9330,Liberal Democracy
Norway,1992,32000,0.852,Unified coalition control,Liberal Democracy,Europe,30523.9851,Liberal Democracy
Norway,1993,35100,0.852,Unified coalition control,Liberal Democracy,Europe,27963.6652,Liberal Democracy
Norway,1994,33900,0.853,Unified coalition control,Liberal Democracy,Europe,29315.8419,Liberal Democracy
Norway,1995,33400,0.853,Unified coalition control,Liberal Democracy,Europe,34875.7043,Liberal Democracy
Norway,1996,33400,0.853,Unified coalition control,Liberal Democracy,Europe,37321.9742,Liberal Democracy
Norway,1997,36100,0.854,Unified coalition control,Liberal Democracy,Europe,36629.0309,Liberal Democracy
Norway,1998,37800,0.854,Unified coalition control,Liberal Democracy,Europe,34788.3599,Liberal Democracy
Norway,1999,40700,0.854,Unified coalition control,Liberal Democracy,Europe,36371.0510,Liberal Democracy
Norway,2000,39700,0.862,Unified coalition control,Liberal Democracy,Europe,38131.4606,Liberal Democracy
Norway,2001,41900,0.860,Unified coalition control,Liberal Democracy,Europe,38542.7151,Liberal Democracy
Norway,2002,38000,0.857,Unified coalition control,Liberal Democracy,Europe,43084.4725,Liberal Democracy
Norway,2003,45200,0.857,Unified coalition control,Liberal Democracy,Europe,50134.8908,Liberal Democracy
Norway,2004,42600,0.857,Unified coalition control,Liberal Democracy,Europe,57603.8360,Liberal Democracy
Norway,2005,42400,0.860,Unified coalition control,Liberal Democracy,Europe,66810.4785,Liberal Democracy
Norway,2006,44300,0.866,Unified coalition control,Liberal Democracy,Europe,74148.3201,Liberal Democracy
Norway,2007,45100,0.866,Unified coalition control,Liberal Democracy,Europe,85139.9605,Liberal Democracy
Norway,2008,55700,0.866,Unified coalition control,Liberal Democracy,Europe,96944.0956,Liberal Democracy
Norway,2009,55300,0.867,Unified coalition control,Liberal Democracy,Europe,79977.6971,Liberal Democracy
Norway,2010,60100,0.869,Unified coalition control,Liberal Democracy,Europe,87693.7901,Liberal Democracy
Norway,2011,45200,0.870,Unified coalition control,Liberal Democracy,Europe,100600.5624,Liberal Democracy
Norway,2012,49900,0.870,Unified coalition control,Liberal Democracy,Europe,101524.1419,Liberal Democracy
Norway,2013,58200,0.868,Unified coalition control,Liberal Democracy,Europe,102913.4508,Liberal Democracy
Norway,2014,47600,0.861,Unified coalition control,Liberal Democracy,Europe,97019.1828,Liberal Democracy
Oman,1991,11800,0.067,Unified coalition control,Closed Autocracy,Eastern Mediterranean,5988.8668,Closed Autocracy
Oman,1992,12100,0.080,Unified coalition control,Closed Autocracy,Eastern Mediterranean,6278.6525,Closed Autocracy
Oman,1993,13500,0.081,Unified coalition control,Closed Autocracy,Eastern Mediterranean,6029.1838,Closed Autocracy
Oman,1994,15300,0.081,Unified coalition control,Closed Autocracy,Eastern Mediterranean,6013.2003,Closed Autocracy
Oman,1995,15900,0.081,Unified coalition control,Closed Autocracy,Eastern Mediterranean,6261.7645,Closed Autocracy
Oman,1996,15100,0.082,Unified coalition control,Closed Autocracy,Eastern Mediterranean,6830.6394,Closed Autocracy
Oman,1997,15500,0.083,Unified coalition control,Closed Autocracy,Eastern Mediterranean,7039.6212,Closed Autocracy
Oman,1998,16600,0.083,Unified coalition control,Closed Autocracy,Eastern Mediterranean,6215.7154,Closed Autocracy
Oman,1999,20700,0.085,Unified coalition control,Closed Autocracy,Eastern Mediterranean,6915.3709,Closed Autocracy
Oman,2000,21900,0.103,Unified coalition control,Closed Autocracy,Eastern Mediterranean,8601.2719,Closed Autocracy
Oman,2001,20300,0.111,Unified coalition control,Closed Autocracy,Eastern Mediterranean,8475.9686,Closed Autocracy
Oman,2002,25500,0.122,Unified coalition control,Closed Autocracy,Eastern Mediterranean,8626.9653,Closed Autocracy
Oman,2003,32400,0.123,Unified coalition control,Closed Autocracy,Eastern Mediterranean,9066.3124,Closed Autocracy
Oman,2004,28000,0.124,Unified coalition control,Closed Autocracy,Eastern Mediterranean,10126.1378,Closed Autocracy
Oman,2005,29900,0.124,Unified coalition control,Closed Autocracy,Eastern Mediterranean,12377.0800,Closed Autocracy
Oman,2006,39600,0.126,Unified coalition control,Closed Autocracy,Eastern Mediterranean,14420.5120,Closed Autocracy
Oman,2007,43700,0.126,Unified coalition control,Closed Autocracy,Eastern Mediterranean,15838.4696,Closed Autocracy
Oman,2008,42700,0.126,Unified coalition control,Closed Autocracy,Eastern Mediterranean,22139.7407,Closed Autocracy
Oman,2009,41100,0.127,Unified coalition control,Closed Autocracy,Eastern Mediterranean,16823.7950,Closed Autocracy
Oman,2010,47400,0.126,Unified coalition control,Closed Autocracy,Eastern Mediterranean,18712.5702,Closed Autocracy
Oman,2011,54000,0.134,Unified coalition control,Closed Autocracy,Eastern Mediterranean,20876.5850,Closed Autocracy
Oman,2012,59200,0.138,Unified coalition control,Closed Autocracy,Eastern Mediterranean,21872.6105,Closed Autocracy
Oman,2013,61400,0.138,Unified coalition control,Closed Autocracy,Eastern Mediterranean,20865.7879,Closed Autocracy
Oman,2014,61200,0.139,Unified coalition control,Closed Autocracy,Eastern Mediterranean,20035.2173,Closed Autocracy
Pakistan,1991,68200,0.207,Divided party control,Electoral Autocracy,Eastern Mediterranean,411.8594,Electoral Autocracy
Pakistan,1992,72800,0.207,Divided party control,Electoral Autocracy,Eastern Mediterranean,429.1469,Electoral Autocracy
Pakistan,1993,78000,0.212,Divided party control,Electoral Autocracy,Eastern Mediterranean,442.4923,Electoral Autocracy
Pakistan,1994,84800,0.218,Divided party control,Electoral Autocracy,Eastern Mediterranean,434.4654,Electoral Autocracy
Pakistan,1995,84500,0.218,Divided party control,Electoral Autocracy,Eastern Mediterranean,489.8818,Electoral Autocracy
Pakistan,1996,94400,0.218,Divided party control,Electoral Autocracy,Eastern Mediterranean,497.2161,Electoral Autocracy
Pakistan,1997,94700,0.210,Divided party control,Electoral Autocracy,Eastern Mediterranean,476.3812,Electoral Autocracy
Pakistan,1998,97700,0.211,Divided party control,Electoral Autocracy,Eastern Mediterranean,461.2167,Electoral Autocracy
Pakistan,1999,100000,0.092,Divided party control,Closed Autocracy,Eastern Mediterranean,454.2761,Closed Autocracy
Pakistan,2000,106000,0.102,Divided party control,Closed Autocracy,Eastern Mediterranean,576.1956,Closed Autocracy
Pakistan,2001,108000,0.101,Divided party control,Closed Autocracy,Eastern Mediterranean,544.4943,Closed Autocracy
Pakistan,2002,114000,0.178,Divided party control,Electoral Autocracy,Eastern Mediterranean,534.3039,Electoral Autocracy
Pakistan,2003,119000,0.213,Divided party control,Electoral Autocracy,Eastern Mediterranean,599.3763,Electoral Autocracy
Pakistan,2004,132000,0.218,Divided party control,Electoral Autocracy,Eastern Mediterranean,687.8364,Electoral Autocracy
Pakistan,2005,137000,0.217,Divided party control,Electoral Autocracy,Eastern Mediterranean,748.9226,Electoral Autocracy
Pakistan,2006,146000,0.215,Divided party control,Electoral Autocracy,Eastern Mediterranean,836.8605,Electoral Autocracy
Pakistan,2007,159000,0.212,Divided party control,Electoral Autocracy,Eastern Mediterranean,908.0951,Electoral Autocracy
Pakistan,2008,159000,0.244,Divided party control,Electoral Autocracy,Eastern Mediterranean,990.8466,Electoral Autocracy
Pakistan,2009,159000,0.270,Divided party control,Electoral Autocracy,Eastern Mediterranean,957.9957,Electoral Autocracy
Pakistan,2010,161000,0.289,Divided party control,Electoral Autocracy,Eastern Mediterranean,987.4097,Electoral Autocracy
Pakistan,2011,162000,0.290,Divided party control,Electoral Autocracy,Eastern Mediterranean,1164.9788,Electoral Autocracy
Pakistan,2012,163000,0.285,Divided party control,Electoral Autocracy,Eastern Mediterranean,1198.1176,Electoral Autocracy
Pakistan,2013,164000,0.288,Divided party control,Electoral Autocracy,Eastern Mediterranean,1208.9177,Electoral Autocracy
Pakistan,2014,166000,0.290,Divided party control,Electoral Autocracy,Eastern Mediterranean,1251.1757,Electoral Autocracy
Palau,1991,,,,,,,
Palau,1992,235,,,,,,
Palau,1993,235,,,,,,
Palau,1994,235,,,,,,
Palau,1995,235,,,,,,
Palau,1996,235,,,,,,
Palau,1997,238,,,,,,
Palau,1998,238,,,,,,
Palau,1999,242,,,,,,
Palau,2000,249,,,,,7657.9512,
Palau,2001,253,,,,,8092.2073,
Palau,2002,249,,,,,8307.9574,
Palau,2003,253,,,,,7771.2094,
Palau,2004,253,,,,,8317.1139,
Palau,2005,260,,,,,9626.6124,
Palau,2006,264,,,,,9843.0494,
Palau,2007,260,,,,,10381.4239,
Palau,2008,253,,,,,10598.8828,
Palau,2009,246,,,,,10252.7501,
Palau,2010,253,,,,,10356.6336,
Palau,2011,253,,,,,11094.8332,
Palau,2012,253,,,,,12044.1055,
Palau,2013,257,,,,,12561.3361,
Palau,2014,260,,,,,13711.7617,
Palestine,1991,884,,,,,,
Palestine,1992,917,,,,,,
Palestine,1993,935,,,,,,
Palestine,1994,968,,,,,,
Palestine,1995,946,,,,,,
Palestine,1996,1040,,,,,,
Palestine,1997,865,,,,,,
Palestine,1998,1460,,,,,,
Palestine,1999,1370,,,,,,
Palestine,2000,1660,,,,,,
Palestine,2001,1350,,,,,,
Palestine,2002,1160,,,,,,
Palestine,2003,1280,,,,,,
Palestine,2004,2200,,,,,,
Palestine,2005,2740,,,,,,
Palestine,2006,2270,,,,,,
Palestine,2007,2320,,,,,,
Palestine,2008,2050,,,,,,
Palestine,2009,2090,,,,,,
Palestine,2010,2040,,,,,,
